,hashed_feedback_id,hashed_user_id,event_date,hashed_order_id,is_negative
81752,FB21763_1_3647,21763,2025-02-18,O21763_1_4693,False
82031,FB21842_0_3070,21842,2025-02-15,O21842_0_4764,True
82164,FB21882_0_9975,21882,2025-02-12,O21882_0_2471,False
82230,FB21900_0_3500,21900,2025-02-13,O21900_0_6996,False
82261,FB21907_0_1998,21907,2025-02-19,O21907_0_7017,True
82287,FB21909_0_1789,21909,2025-02-03,O21909_0_2565,False
82407,FB21942_0_3333,21942,2025-02-09,O21942_0_8229,False
82503,FB21963_1_1922,21963,2025-03-01,O21963_1_5093,False
82862,FB22063_0_2326,22063,2025-02-09,O22063_0_4429,True
82887,FB22071_0_4355,22071,2025-01-06,O22071_0_2437,False
82894,FB22073_0_9559,22073,2025-01-27,O22073_0_6169,False
83059,FB22112_0_8444,22112,2025-01-24,O22112_0_7824,False
83106,FB22122_0_7743,22122,2025-02-16,O22122_0_9345,False
83225,FB22155_0_4318,22155,2025-01-24,O22155_0_4757,False
83461,FB22213_0_8912,22213,2025-02-01,O22213_0_2003,False
83780,FB22305_0_6552,22305,2025-01-15,O22305_0_6120,False
83795,FB22307_0_1516,22307,2025-02-02,O22307_0_5525,True
83819,FB22313_0_1053,22313,2025-02-06,O22313_0_1141,False
83837,FB22317_0_8194,22317,2025-01-08,O22317_0_4848,True
83849,FB22321_0_6043,22321,2025-01-15,O22321_0_4541,True
83870,FB22326_0_3732,22326,2025-02-09,O22326_0_8664,False
84037,FB22368_0_3989,22368,2025-02-15,O22368_0_5101,False
84132,FB22389_1_1820,22389,2025-01-13,O22389_1_5098,True
84324,FB22444_0_3436,22444,2025-02-10,O22444_0_3438,False
84369,FB22453_0_9178,22453,2025-01-09,O22453_0_6255,False
84390,FB22457_0_2695,22457,2025-01-30,O22457_0_8149,True
84625,FB22514_0_7013,22514,2025-01-16,O22514_0_3946,False
84679,FB22531_0_7722,22531,2025-02-20,O22531_0_7675,False
84685,FB22532_0_5073,22532,2025-01-01,O22532_0_2168,False
84797,FB22557_0_2105,22557,2025-01-08,O22557_0_8959,True
84875,FB22570_3_7314,22570,2025-01-25,O22570_3_5623,False
84893,FB22575_0_3082,22575,2025-01-11,,False
84918,FB22581_0_9981,22581,2025-01-30,O22581_0_1457,True
84992,FB22598_0_3335,22598,2025-01-22,O22598_0_4991,False
85045,FB22610_0_9161,22610,2025-02-12,O22610_0_5947,False
85410,FB22709_0_2899,22709,2025-02-01,,True
85452,FB22721_0_8599,22721,2025-02-21,O22721_0_1027,False
85844,FB22828_0_3001,22828,2025-02-04,O22828_0_1055,False
85935,FB22853_0_5188,22853,2025-02-26,O22853_0_7036,False
86567,FB23013_0_8690,23013,2025-02-05,O23013_0_2895,False
86650,FB23031_0_5821,23031,2025-02-13,O23031_0_4606,False
86712,FB23046_0_7877,23046,2025-01-17,O23046_0_7602,True
86922,FB23098_1_2429,23098,2025-01-18,O23098_1_9035,False
86981,FB23116_0_5376,23116,2025-01-09,O23116_0_9824,False
87054,FB23138_0_4298,23138,2025-02-06,O23138_0_9876,False
87201,FB23173_1_4813,23173,2025-01-30,O23173_1_1797,False
87377,FB23214_0_3540,23214,2025-02-27,O23214_0_5262,True
87839,,23346,2025-02-18,O23346_0_9107,False
87881,FB23358_1_5847,23358,2025-02-06,O23358_1_2395,False
88237,FB23465_0_7640,23465,2025-02-19,O23465_0_4514,False
88358,FB23499_1_1878,23499,2025-01-31,O23499_1_4627,False
88420,,23513,2025-01-04,O23513_0_7746,False
88882,FB23634_0_5197,23634,2025-01-08,O23634_0_7281,False
88913,FB23642_1_6447,23642,2025-02-28,O23642_1_2475,False
88976,FB23654_0_4688,23654,2025-02-16,O23654_0_3883,False
89219,FB23715_0_4318,23715,2025-02-23,O23715_0_6282,False
89254,FB23724_0_2852,23724,2025-01-28,O23724_0_8706,False
89342,FB23746_0_1789,23746,2025-02-08,O23746_0_7750,False
89444,FB23769_0_2970,23769,2025-01-19,O23769_0_9679,False
89545,FB23794_0_3758,23794,2025-01-10,O23794_0_6840,True
89597,FB23806_0_2874,23806,2025-02-09,O23806_0_6103,False
89778,FB23853_0_1058,23853,2025-01-20,O23853_0_7926,False
89987,FB23908_0_7938,23908,2025-01-17,O23908_0_8763,True
90086,FB23936_0_6552,23936,2025-01-24,O23936_0_9560,False
90189,FB23961_0_8927,23961,2025-01-20,O23961_0_9183,True
90459,FB24034_0_3908,24034,2025-01-01,O24034_0_6706,True
91036,FB24192_0_2923,24192,2025-02-26,O24192_0_2104,True
91071,FB24201_0_2904,24201,2025-01-25,O24201_0_9110,False
91360,FB24280_0_8008,24280,2025-01-30,O24280_0_6239,False
91631,FB24353_0_8539,24353,2025-01-22,O24353_0_5702,False
92664,FB24626_0_1390,24626,2025-01-12,O24626_0_8086,False
92739,FB24649_0_9016,24649,2025-02-22,O24649_0_1290,False
92764,FB24655_0_4149,24655,2025-02-02,O24655_0_9578,False
92983,,24718,2025-01-21,O24718_0_2795,False
93030,FB24729_0_6705,24729,2025-01-22,O24729_0_4469,False
93082,FB24742_0_4264,24742,2025-01-12,O24742_0_7982,True
93140,FB24756_0_7187,24756,2025-01-15,O24756_0_3381,True
93624,FB24888_0_1792,24888,2025-01-02,O24888_0_5802,False
93728,FB24913_0_5631,24913,2025-01-02,O24913_0_4723,False
93778,FB24925_0_9561,24925,2025-01-19,O24925_0_5295,False
93898,FB24956_0_2689,24956,2025-01-15,O24956_0_5795,False
94353,FB25080_0_9497,25080,2025-01-25,O25080_0_3241,False
94868,FB25212_0_5096,25212,2025-01-15,O25212_0_2030,False
95077,FB25273_1_3899,25273,2025-02-03,O25273_1_2785,False
95231,FB25305_0_2800,25305,2025-02-24,O25305_0_8927,True
95276,FB25319_0_4802,25319,2025-02-18,O25319_0_6620,False
95649,FB25419_0_2681,25419,2025-01-09,O25419_0_1406,True
95814,FB25463_1_5652,25463,2025-02-20,O25463_1_9141,False
96081,FB25538_0_6340,25538,2025-01-25,O25538_0_4677,False
96145,FB25557_0_8152,25557,2025-01-22,O25557_0_7824,False
96495,FB25651_0_5642,25651,2025-02-26,O25651_0_6127,False
96683,FB25701_0_7144,25701,2025-01-09,O25701_0_3738,True
96734,FB25711_1_8329,25711,2025-01-21,O25711_1_7525,False
97041,FB25791_0_7078,25791,2025-02-22,O25791_0_1870,False
97377,FB25876_1_2266,25876,2025-01-24,O25876_1_8198,False
97419,FB25887_0_3066,25887,2025-01-29,O25887_0_8778,True
97488,FB25907_0_7764,25907,2025-02-17,O25907_0_9202,False
97513,FB25913_0_8552,25913,2025-02-21,O25913_0_7239,True
97600,FB25936_0_5822,25936,2025-02-24,O25936_0_7267,False
97762,FB25980_0_3587,25980,2025-02-06,O25980_0_7681,False
97867,FB26006_0_9419,26006,2025-01-14,O26006_0_2332,True
97873,FB26007_0_3092,26007,2025-02-13,,False
98405,FB26145_0_3606,26145,2025-01-28,O26145_0_8328,True
98670,FB26209_0_9711,26209,2025-01-17,O26209_0_6536,False
98798,FB26244_0_3892,26244,2025-02-13,O26244_0_1203,False
98844,FB26254_0_4407,26254,2025-02-12,O26254_0_7453,False
98979,FB26296_0_4104,26296,2025-01-13,O26296_0_8032,False
99104,,26330,2025-01-24,,
99519,FB26460_0_7989,26460,2025-01-29,O26460_0_6240,False
99679,FB26506_0_4862,26506,2025-02-21,O26506_0_2085,False
99709,FB26513_0_2550,26513,2025-02-21,O26513_0_2510,False
99732,FB26519_0_9255,26519,2025-01-03,O26519_0_2260,True
99747,FB26521_0_5408,26521,2025-01-21,,False
99850,FB26541_0_7381,26541,2025-02-24,O26541_0_8967,False
99884,FB26550_0_7732,26550,2025-01-01,O26550_0_5881,False
99938,FB26567_0_5972,26567,2025-01-30,O26567_0_6301,False
100111,FB26610_0_1316,26610,2025-02-02,O26610_0_2765,False
100215,FB26637_0_6545,26637,2025-01-16,O26637_0_5974,False
100351,FB26675_0_8829,26675,2025-02-21,O26675_0_4437,True
100507,FB26720_0_7915,26720,2025-02-20,O26720_0_6335,False
100603,FB26744_0_5118,26744,2025-02-17,O26744_0_4967,True
100660,,26762,2025-01-21,O26762_0_2885,False
100871,FB26827_0_3350,26827,2025-01-19,O26827_0_2525,False
101202,FB26910_1_8725,26910,2025-02-18,O26910_1_8980,False
101633,FB27026_1_6620,27026,2025-02-13,O27026_1_5214,False
101791,FB27066_0_8783,27066,2025-01-04,O27066_0_1821,False
101903,FB27094_0_9877,27094,2025-02-20,O27094_0_3259,True
102110,FB27161_0_6932,27161,2025-02-04,O27161_0_6205,True
102202,FB27181_0_3727,27181,2025-02-17,O27181_0_7234,False
102331,FB27216_0_7309,27216,2025-01-14,O27216_0_7391,False
102626,FB27293_0_6741,27293,2025-02-09,O27293_0_3181,False
102971,FB27387_0_5347,27387,2025-02-20,O27387_0_7116,False
103033,FB27400_0_7533,27400,2025-02-12,O27400_0_5639,False
103120,FB27421_0_3186,27421,2025-02-22,O27421_0_8316,True
103166,FB27434_0_5965,27434,2025-01-30,O27434_0_5032,False
103344,FB27485_0_2247,27485,2025-02-11,O27485_0_5529,True
103669,FB27573_0_5990,27573,2025-02-05,O27573_0_7070,False
104374,FB27765_0_9594,27765,2025-02-23,O27765_0_6615,True
104529,FB27809_0_9525,27809,2025-02-11,O27809_0_8212,False
104673,FB27848_0_9848,27848,2025-02-08,O27848_0_7938,False
104932,FB27922_0_5377,27922,2025-02-26,O27922_0_3474,False
104982,FB27934_0_9859,27934,2025-02-25,O27934_0_3352,True
105004,FB27939_0_4476,27939,2025-02-08,O27939_0_6049,False
105257,FB28013_0_2287,28013,2025-01-24,O28013_0_1611,True
105498,FB28080_1_9683,28080,2025-02-08,O28080_1_8908,False
105532,FB28087_1_1652,28087,2025-01-17,O28087_1_8870,False
106005,FB28219_0_9754,28219,2025-01-10,O28219_0_7836,False
106218,FB28272_1_2377,28272,2025-02-11,O28272_1_3004,False
106311,FB28299_0_8048,28299,2025-01-12,O28299_0_7277,True
106465,FB28339_0_5131,28339,2025-01-08,O28339_0_1531,True
106613,FB28375_0_2132,28375,2025-02-04,O28375_0_1732,False
107011,FB28475_0_3520,28475,2025-02-04,O28475_0_1584,False
107077,FB28492_0_6755,28492,2025-02-04,O28492_0_3566,False
108120,FB28785_0_8054,28785,2025-01-11,O28785_0_2824,False
108234,FB28813_1_1200,28813,2025-01-15,O28813_1_9120,False
108312,FB28836_0_4259,28836,2025-02-02,O28836_0_8521,False
108455,FB28878_0_5506,28878,2025-02-16,O28878_0_9695,False
108625,FB28928_0_5239,28928,2025-02-06,O28928_0_3663,True
108809,FB28973_0_4549,28973,2025-01-20,O28973_0_6961,False
108849,,28987,2025-01-31,,
108897,FB28996_0_6617,28996,2025-02-06,O28996_0_8992,False
108966,FB29013_1_4388,29013,2025-02-23,O29013_1_7034,False
109201,FB29070_0_1940,29070,2025-01-02,O29070_0_9722,False
109432,FB29131_0_9733,29131,2025-01-28,O29131_0_1726,True
109455,FB29136_0_9396,29136,2025-01-22,O29136_0_9923,True
109582,FB29170_0_7068,29170,2025-02-10,O29170_0_6023,False
109617,FB29180_0_4226,29180,2025-02-15,O29180_0_6738,True
109986,FB29275_0_2441,29275,2025-01-16,O29275_0_6781,True
110040,FB29289_0_7044,29289,2025-01-23,O29289_0_9043,True
110101,FB29308_0_7157,29308,2025-01-14,O29308_0_8219,False
110152,FB29317_0_4973,29317,2025-02-14,O29317_0_1441,False
110266,FB29348_0_2703,29348,2025-01-23,O29348_0_8638,False
110389,FB29375_0_5870,29375,2025-02-17,O29375_0_3931,False
110485,FB29399_1_7888,29399,2025-02-06,O29399_1_2025,True
110608,FB29430_0_7631,29430,2025-01-07,O29430_0_1732,False
110820,FB29486_1_3725,29486,2025-01-17,O29486_1_3702,False
111645,FB29701_0_9540,29701,2025-02-18,O29701_0_8172,True
111977,FB29785_0_9959,29785,2025-02-28,O29785_0_9168,False
112128,FB29822_0_9954,29822,2025-01-11,O29822_0_3770,False
112170,FB29831_0_6232,29831,2025-02-10,O29831_0_7995,False
112217,FB29848_0_4662,29848,2025-02-02,O29848_0_5681,True
112319,FB29875_0_7575,29875,2025-01-03,O29875_0_9996,False
112357,FB29882_0_2334,29882,2025-02-16,O29882_0_5172,False
112409,FB29895_0_7158,29895,2025-01-27,O29895_0_4693,True
112462,FB29912_0_1972,29912,2025-01-23,O29912_0_8704,False
112877,FB30016_0_2603,30016,2025-02-10,O30016_0_3398,False
112920,FB30030_0_7718,30030,2025-02-07,O30030_0_7265,False
113450,FB30177_0_8444,30177,2025-02-14,O30177_0_7899,False
113571,,30212,2025-01-21,O30212_0_9104,False
113681,FB30247_0_2620,30247,2025-02-12,O30247_0_6991,True
114151,FB30373_0_2814,30373,2025-02-25,O30373_0_8695,False
114541,FB30477_0_8861,30477,2025-02-04,O30477_0_8609,False
114659,FB30503_0_3805,30503,2025-02-08,O30503_0_9435,True
114968,FB30593_0_6991,30593,2025-02-19,O30593_0_5956,False
115289,FB30674_0_4462,30674,2025-01-24,O30674_0_6577,True
115449,FB30711_0_9620,30711,2025-02-28,O30711_0_8931,False
115545,FB30732_0_6220,30732,2025-02-04,O30732_0_1710,False
116058,FB30870_1_8122,30870,2025-01-18,O30870_1_8627,True
116097,FB30881_1_3969,30881,2025-02-23,O30881_1_7717,False
116138,FB30888_0_4730,30888,2025-01-04,O30888_0_9219,False
116233,FB30919_0_3513,30919,2025-01-10,O30919_0_1015,False
117295,FB31200_0_4585,31200,2025-01-31,,False
117309,FB31202_0_2415,31202,2025-01-07,O31202_0_9916,False
117344,FB31209_0_3344,31209,2025-02-04,O31209_0_8933,True
117500,FB31246_0_2196,31246,2025-02-04,O31246_0_4616,False
117768,FB31317_0_7820,31317,2025-01-29,O31317_0_2627,False
117811,FB31329_0_4499,31329,2025-02-12,O31329_0_1567,True
117911,FB31356_0_2082,31356,2025-01-17,O31356_0_7364,False
118315,FB31466_0_1210,31466,2025-01-26,O31466_0_4138,True
118354,FB31474_0_1970,31474,2025-01-04,O31474_0_2331,False
118364,FB31476_0_2299,31476,2025-02-16,O31476_0_6789,False
118578,FB31530_1_8423,31530,2025-01-11,O31530_1_2064,True
118773,FB31578_0_8948,31578,2025-02-08,O31578_0_5433,False
118779,FB31579_0_9693,31579,2025-01-01,O31579_0_2458,False
119058,FB31654_0_6282,31654,2025-01-14,O31654_0_2355,False
119338,FB31724_0_3571,31724,2025-01-29,O31724_0_4165,True
119584,FB31792_0_4496,31792,2025-01-01,O31792_0_1382,True
119719,FB31827_0_1084,31827,2025-02-25,O31827_0_6501,False
119921,FB31889_0_7363,31889,2025-01-21,O31889_0_7659,True
120266,FB31983_0_8298,31983,2025-01-29,O31983_0_7250,False
120326,FB32003_0_1454,32003,2025-01-21,O32003_0_6533,False
120548,FB32068_0_3189,32068,2025-02-01,O32068_0_3201,False
120645,FB32098_0_1795,32098,2025-02-01,O32098_0_5368,False
120869,FB32159_0_9649,32159,2025-01-24,O32159_0_7023,False
121103,FB32227_0_3692,32227,2025-01-04,O32227_0_1299,True
121170,FB32240_0_3775,32240,2025-01-31,O32240_0_8073,False
121855,FB32419_0_9966,32419,2025-01-23,O32419_0_9942,False
121940,FB32443_0_5152,32443,2025-01-18,O32443_0_6972,False
122070,FB32475_0_8254,32475,2025-02-06,O32475_0_1661,False
122314,FB32537_1_9875,32537,2025-02-07,O32537_1_3561,False
122348,FB32547_0_9794,32547,2025-02-12,O32547_0_1716,True
122354,FB32548_0_5053,32548,2025-02-12,O32548_0_4270,False
122657,FB32629_0_8086,32629,2025-01-07,O32629_0_8095,True
122942,FB32712_0_6765,32712,2025-01-14,O32712_0_5574,False
122973,FB32719_1_1847,32719,2025-02-13,O32719_1_7907,True
122995,FB32727_0_9030,32727,2025-01-21,O32727_0_9151,True
123003,FB32729_0_2962,32729,2025-02-20,O32729_0_1802,True
123043,FB32740_0_9211,32740,2025-01-01,O32740_0_4855,False
123583,FB32871_0_5692,32871,2025-02-11,O32871_0_5320,False
123713,FB32900_0_2860,32900,2025-01-09,O32900_0_3477,True
123719,FB32901_0_9379,32901,2025-02-25,O32901_0_5666,True
124073,FB32997_0_1402,32997,2025-02-06,O32997_0_7026,True
124300,FB33057_0_1716,33057,2025-01-06,O33057_0_6365,False
124687,FB33155_0_2105,33155,2025-01-17,O33155_0_8716,True
124993,FB33241_0_6387,33241,2025-02-24,O33241_0_6852,False
124999,FB33242_0_8024,33242,2025-02-24,O33242_0_8460,False
125044,FB33250_2_5818,33250,2025-01-26,O33250_2_6646,False
125150,FB33278_0_1181,33278,2025-02-17,O33278_0_9772,False
125329,FB33332_0_3442,33332,2025-02-04,O33332_0_1684,True
125399,FB33351_0_5747,33351,2025-02-08,O33351_0_2315,False
125433,FB33364_0_3690,33364,2025-02-19,O33364_0_2535,False
125568,FB33401_0_5616,33401,2025-02-24,O33401_0_5793,False
125621,FB33416_0_6316,33416,2025-01-15,O33416_0_3995,False
125681,FB33431_1_5522,33431,2025-01-21,O33431_1_8560,False
125732,FB33445_0_7219,33445,2025-01-23,O33445_0_6658,False
126294,FB33580_0_7279,33580,2025-01-13,O33580_0_7794,False
126331,FB33590_0_8095,33590,2025-01-21,,False
126417,FB33610_0_3298,33610,2025-01-09,O33610_0_9113,False
126482,FB33626_0_4477,33626,2025-02-06,O33626_0_3284,False
126647,FB33674_0_3176,33674,2025-01-29,O33674_0_4107,True
126680,FB33680_0_2158,33680,2025-02-23,O33680_0_8923,False
127178,FB33819_0_4074,33819,2025-01-22,O33819_0_9908,False
127212,FB33828_0_7624,33828,2025-01-28,O33828_0_9240,True
127533,FB33913_0_6735,33913,2025-02-05,O33913_0_1193,False
127858,FB34004_0_5377,34004,2025-01-06,O34004_0_4717,False
128023,FB34048_0_4047,34048,2025-01-05,O34048_0_8030,False
128388,FB34148_0_2351,34148,2025-01-01,O34148_0_5466,True
129071,FB34319_0_4429,34319,2025-02-19,O34319_0_7276,True
129114,FB34328_0_2306,34328,2025-02-11,O34328_0_3219,False
129177,FB34348_0_1181,34348,2025-02-13,O34348_0_3285,False
129195,FB34352_0_4766,34352,2025-02-27,O34352_0_4607,False
129422,FB34417_0_6348,34417,2025-02-14,O34417_0_7827,False
129714,FB34493_0_1424,34493,2025-01-31,O34493_0_5247,True
129740,FB34498_0_1843,34498,2025-02-25,O34498_0_8633,False
130449,FB34695_0_6586,34695,2025-01-08,O34695_0_2698,False
130761,FB34774_0_9718,34774,2025-02-05,O34774_0_8313,False
130794,FB34782_0_3618,34782,2025-01-29,O34782_0_9604,True
131004,FB34836_0_2423,34836,2025-01-02,O34836_0_6970,False
131143,FB34870_0_6709,34870,2025-02-24,O34870_0_3693,False
131294,FB34905_0_2244,34905,2025-02-06,O34905_0_5573,False
131770,FB35021_0_5009,35021,2025-02-08,O35021_0_2360,True
131898,FB35053_0_3883,35053,2025-01-10,O35053_0_2585,False
132065,FB35094_0_1070,35094,2025-02-26,O35094_0_9863,False
132429,FB35181_0_9372,35181,2025-02-18,O35181_0_1746,False
132646,FB35236_0_8620,35236,2025-02-01,O35236_0_3981,False
132831,FB35285_0_2861,35285,2025-01-01,O35285_0_8644,True
132850,FB35290_0_7298,35290,2025-01-28,O35290_0_9872,False
133584,FB35475_0_9740,35475,2025-01-24,O35475_0_5361,False
133678,FB35502_0_5089,35502,2025-01-14,O35502_0_4995,False
133734,,35517,2025-02-26,O35517_0_8254,False
133915,FB35558_1_2458,35558,2025-01-15,O35558_1_9109,False
133990,FB35579_0_4107,35579,2025-02-05,O35579_0_7410,False
134176,FB35626_0_5371,35626,2025-01-03,O35626_0_2018,False
134661,FB35764_0_5275,35764,2025-02-26,O35764_0_2516,False
134851,FB35812_0_8702,35812,2025-01-20,O35812_0_5590,True
135201,FB35902_2_9668,35902,2025-02-26,O35902_2_2073,False
135267,FB35923_0_7917,35923,2025-01-18,O35923_0_7655,True
135483,FB35981_0_9170,35981,2025-01-31,O35981_0_6342,True
135744,FB36050_0_2173,36050,2025-01-01,O36050_0_8826,False
135785,FB36063_0_6141,36063,2025-02-14,O36063_0_9494,True
135792,FB36065_0_4773,36065,2025-01-23,O36065_0_9055,True
135961,FB36107_0_3993,36107,2025-02-23,O36107_0_9889,False
136026,FB36126_0_9581,36126,2025-02-02,O36126_0_5037,False
136422,FB36237_0_4957,36237,2025-01-09,O36237_0_4016,False
136589,FB36281_0_5617,36281,2025-02-21,O36281_0_9147,True
136749,FB36324_0_4680,36324,2025-02-03,O36324_0_6929,False
136771,FB36329_0_3141,36329,2025-01-19,O36329_0_6079,False
136854,FB36353_0_1928,36353,2025-02-27,O36353_0_2606,True
136897,FB36366_0_9576,36366,2025-01-31,O36366_0_2934,False
136905,FB36368_0_4579,36368,2025-02-07,O36368_0_8727,False
136933,FB36376_0_5471,36376,2025-01-20,O36376_0_9786,True
136972,FB36388_0_2632,36388,2025-01-27,O36388_0_4428,False
137016,FB36399_0_6305,36399,2025-02-25,O36399_0_3694,True
137609,FB36554_0_3127,36554,2025-01-08,O36554_0_4113,False
137629,FB36559_0_7462,36559,2025-02-24,O36559_0_3987,False
137665,FB36567_0_6700,36567,2025-02-03,O36567_0_6217,False
137687,FB36571_0_2369,36571,2025-01-12,O36571_0_3397,True
137752,FB36591_0_8547,36591,2025-01-19,O36591_0_6010,False
138011,FB36652_0_8996,36652,2025-01-18,O36652_0_5293,True
138078,FB36669_0_4432,36669,2025-01-08,O36669_0_3455,True
138168,FB36692_0_3422,36692,2025-01-16,O36692_0_2339,False
138411,FB36754_1_8807,36754,2025-01-12,O36754_1_5152,True
138920,FB36890_0_7611,36890,2025-01-31,O36890_0_6161,False
139067,FB36936_1_2617,36936,2025-01-19,O36936_1_5238,False
139197,FB36969_0_5754,36969,2025-02-17,O36969_0_4881,False
139344,FB37002_0_3909,37002,2025-01-05,O37002_0_9911,False
139494,FB37039_0_5759,37039,2025-02-06,O37039_0_8686,True
139752,FB37114_0_2484,37114,2025-02-28,O37114_0_9059,True
139912,FB37153_1_5621,37153,2025-02-17,O37153_1_6184,False
139918,FB37154_0_5463,37154,2025-01-02,O37154_0_8410,False
140007,FB37180_0_8362,37180,2025-02-03,O37180_0_4021,False
140200,FB37233_0_8362,37233,2025-02-11,O37233_0_3728,False
140549,FB37326_1_1752,37326,2025-02-01,O37326_1_1622,False
140655,,37355,2025-02-09,O37355_1_6899,True
140916,FB37432_0_6248,37432,2025-01-17,O37432_0_2593,False
141144,FB37492_0_5045,37492,2025-01-10,O37492_0_9119,False
141255,FB37517_0_5308,37517,2025-02-06,O37517_0_7296,True
141322,FB37540_0_1091,37540,2025-02-10,O37540_0_7000,False
141512,FB37589_0_6861,37589,2025-02-01,O37589_0_2128,True
141576,FB37607_0_6641,37607,2025-01-19,O37607_0_1279,False
141686,FB37634_1_7495,37634,2025-02-27,O37634_1_6924,True
141694,FB37636_0_7967,37636,2025-01-06,O37636_0_8520,False
141811,FB37667_0_3011,37667,2025-01-26,O37667_0_7180,False
142077,FB37739_0_1487,37739,2025-02-28,O37739_0_7306,False
142186,FB37770_0_9714,37770,2025-02-20,O37770_0_3665,False
142491,FB37846_0_5021,37846,2025-01-22,O37846_0_1469,False
142630,FB37880_0_3603,37880,2025-02-01,O37880_0_8538,False
142659,FB37886_0_7659,37886,2025-02-01,O37886_0_1071,False
142754,FB37914_0_7314,37914,2025-02-16,O37914_0_6811,False
142778,FB37918_0_6035,37918,2025-02-12,O37918_0_5373,False
143069,FB37999_0_8358,37999,2025-01-01,O37999_0_2196,False
143238,FB38042_0_3437,38042,2025-01-24,O38042_0_3910,False
143313,FB38061_0_4614,38061,2025-01-16,O38061_0_8343,True
143342,FB38064_1_4200,38064,2025-02-03,O38064_1_6647,False
143471,FB38098_0_8887,38098,2025-02-14,O38098_0_8162,False
143590,FB38127_0_9191,38127,2025-02-22,O38127_0_7492,False
143753,FB38169_1_5710,38169,2025-01-08,O38169_1_2551,False
143856,FB38196_0_3435,38196,2025-02-07,O38196_0_1548,True
143868,FB38199_0_5235,38199,2025-02-28,O38199_0_4037,False
144586,FB38385_0_5012,38385,2025-01-19,O38385_0_3370,False
144685,FB38409_0_1259,38409,2025-01-14,O38409_0_9337,False
145055,FB38507_0_9107,38507,2025-01-11,O38507_0_2763,False
145117,FB38522_0_9788,38522,2025-02-08,O38522_0_1111,False
145131,FB38526_0_3734,38526,2025-02-12,O38526_0_2921,False
145249,,38557,2025-01-12,,
145314,FB38576_0_4394,38576,2025-02-04,O38576_0_9240,True
145423,FB38607_0_9976,38607,2025-02-13,O38607_0_5711,False
145582,FB38647_0_3154,38647,2025-01-20,O38647_0_7938,False
145610,FB38653_0_6005,38653,2025-01-01,O38653_0_1498,False
145741,FB38685_0_9581,38685,2025-02-23,O38685_0_2241,True
145894,FB38729_0_6693,38729,2025-02-25,O38729_0_7441,True
145993,FB38753_0_4583,38753,2025-01-03,,True
146060,FB38773_0_4080,38773,2025-01-19,O38773_0_5236,False
146485,FB38879_0_7677,38879,2025-02-21,O38879_0_4446,True
146637,FB38925_0_9686,38925,2025-02-16,O38925_0_2690,False
147050,FB39032_0_2697,39032,2025-02-10,,False
147166,FB39064_0_9845,39064,2025-01-19,O39064_0_1322,False
147561,FB39163_0_9110,39163,2025-02-14,O39163_0_2467,False
147721,FB39207_0_7868,39207,2025-01-15,O39207_0_8512,False
147789,FB39224_0_6547,39224,2025-02-09,O39224_0_7557,False
147962,FB39272_1_2545,39272,2025-02-14,O39272_1_5559,False
147986,FB39280_0_1400,39280,2025-01-20,O39280_0_4009,True
148147,FB39316_0_8728,39316,2025-02-23,O39316_0_8972,False
148400,FB39384_0_4053,39384,2025-02-28,O39384_0_6868,False
148413,FB39387_0_4094,39387,2025-01-07,O39387_0_9084,False
149422,FB39644_0_6322,39644,2025-02-19,O39644_0_3912,False
149696,FB39718_0_9637,39718,2025-02-06,O39718_0_3646,True
149789,FB39740_0_9506,39740,2025-02-17,O39740_0_4024,False
149857,FB39759_0_8405,39759,2025-02-16,O39759_0_6749,False
149884,FB39766_0_6205,39766,2025-02-18,O39766_0_3014,True
149955,FB39775_1_6770,39775,2025-01-20,O39775_1_1863,False
150206,FB39840_0_5919,39840,2025-02-01,O39840_0_8112,False
150572,FB39943_1_9739,39943,2025-02-07,O39943_1_2820,True
150847,FB40020_1_3745,40020,2025-01-11,O40020_1_5703,True
150913,FB40037_0_1928,40037,2025-02-02,O40037_0_4047,False
151044,FB40068_1_1990,40068,2025-03-01,O40068_1_9451,False
151077,FB40076_1_3186,40076,2025-01-31,O40076_1_5678,False
151106,FB40083_0_4405,40083,2025-01-01,O40083_0_2126,False
151520,FB40194_1_7822,40194,2025-01-19,O40194_1_7151,False
151815,FB40276_0_8512,40276,2025-01-15,O40276_0_9877,False
151866,FB40289_0_8911,40289,2025-02-26,O40289_0_3020,False
151881,FB40291_0_1967,40291,2025-02-14,O40291_0_5068,False
152099,FB40346_0_5025,40346,2025-01-07,O40346_0_2156,True
152309,FB40393_0_5826,40393,2025-01-07,O40393_0_6462,False
152344,FB40401_0_4529,40401,2025-01-06,O40401_0_3026,False
152479,,40438,2025-01-08,O40438_0_3247,False
152646,FB40487_0_4846,40487,2025-02-12,O40487_0_5158,False
152758,FB40519_0_5097,40519,2025-01-19,O40519_0_8670,False
153032,FB40592_0_9022,40592,2025-01-26,O40592_0_9008,False
153085,FB40604_0_6114,40604,2025-01-02,O40604_0_9633,False
153860,FB40810_0_7445,40810,2025-01-16,O40810_0_1795,False
154064,FB40872_0_4311,40872,2025-01-23,O40872_0_8059,False
154190,FB40902_0_3557,40902,2025-01-18,O40902_0_4625,False
154378,FB40957_0_2397,40957,2025-01-31,O40957_0_6280,False
154408,FB40967_0_2132,40967,2025-02-23,O40967_0_6559,True
154550,FB40999_0_4455,40999,2025-01-08,O40999_0_4252,True
