,user_id,hashed_user_id,exp_group,event_date
276174,72960,72960,A,2025-01-15
19360,5124,5124,A,2025-01-15
170960,45291,45291,B,2025-01-15
286156,75597,75597,B,2025-01-15
223229,59071,59071,B,2025-01-15
327476,86576,86576,A,2025-01-15
286421,75665,75665,B,2025-01-15
170529,45180,45180,A,2025-01-15
286851,75770,75770,A,2025-01-15
169911,45019,45019,B,2025-01-15
286741,75744,75744,A,2025-01-15
286733,75742,75742,A,2025-01-15
272161,71911,71911,B,2025-01-15
40737,10885,10885,B,2025-01-15
356142,94131,94131,B,2025-01-15
372074,98381,98381,B,2025-01-15
11448,2978,2978,A,2025-01-15
170332,45131,45131,B,2025-01-15
327522,86586,86586,A,2025-01-15
17660,4650,4650,A,2025-01-15
255760,67602,67602,A,2025-01-15
356282,94167,94167,B,2025-01-15
310491,82100,82100,A,2025-01-15
11656,3033,3033,B,2025-01-15
39929,10657,10657,B,2025-01-15
327384,86552,86552,A,2025-01-15
242478,64122,64122,A,2025-01-15
171740,45492,45492,A,2025-01-15
285726,75486,75486,A,2025-01-15
188696,50022,50022,A,2025-01-15
171775,45503,45503,B,2025-01-15
316337,83612,83612,A,2025-01-15
225777,59755,59755,B,2025-01-15
368587,97442,97442,A,2025-01-15
38946,10391,10391,B,2025-01-15
38879,10375,10375,B,2025-01-15
272387,71968,71968,A,2025-01-15
102249,27194,27194,A,2025-01-15
17438,4594,4594,A,2025-01-15
247236,65353,65353,B,2025-01-15
139034,36930,36930,A,2025-01-15
190785,50572,50572,A,2025-01-15
310772,82167,82167,B,2025-01-15
12003,3132,3132,A,2025-01-15
285786,75501,75501,B,2025-01-15
256912,67923,67923,B,2025-01-15
39701,10599,10599,B,2025-01-15
356736,94292,94292,A,2025-01-15
276200,72965,72965,B,2025-01-15
321209,84906,84906,A,2025-01-15
285988,75551,75551,B,2025-01-15
11719,3052,3052,A,2025-01-15
94206,25045,25045,B,2025-01-15
102320,27213,27213,B,2025-01-15
243947,64500,64500,A,2025-01-15
103294,27471,27471,B,2025-01-15
171516,45431,45431,B,2025-01-15
208897,55348,55348,A,2025-01-15
276278,72984,72984,A,2025-01-15
39252,10484,10484,A,2025-01-15
171569,45450,45450,A,2025-01-15
327269,86518,86518,A,2025-01-15
360092,95202,95202,A,2025-01-15
358234,94711,94711,B,2025-01-15
243794,64465,64465,B,2025-01-15
311752,82419,82419,B,2025-01-15
283446,74902,74902,A,2025-01-15
115908,30827,30827,B,2025-01-15
101544,27006,27006,A,2025-01-15
175540,46512,46512,A,2025-01-15
323471,85494,85494,A,2025-01-15
326179,86224,86224,A,2025-01-15
359498,95048,95048,A,2025-01-15
119006,31643,31643,B,2025-01-15
223090,59030,59030,A,2025-01-15
101506,26998,26998,A,2025-01-15
221688,58651,58651,B,2025-01-15
272935,72111,72111,B,2025-01-15
359679,95088,95088,A,2025-01-15
175563,46519,46519,B,2025-01-15
115900,30825,30825,B,2025-01-15
311739,82416,82416,A,2025-01-15
96362,25618,25618,A,2025-01-15
371156,98134,98134,A,2025-01-15
255963,67652,67652,A,2025-01-15
13095,3411,3411,B,2025-01-15
123532,32858,32858,A,2025-01-15
34729,9264,9264,A,2025-01-15
13111,3415,3415,B,2025-01-15
277149,73214,73214,A,2025-01-15
16880,4456,4456,A,2025-01-15
194795,51638,51638,A,2025-01-15
366368,96864,96864,A,2025-01-15
115893,30823,30823,B,2025-01-15
123395,32826,32826,A,2025-01-15
175439,46486,46486,A,2025-01-15
175441,46488,46488,A,2025-01-15
242947,64245,64245,B,2025-01-15
105113,27973,27973,B,2025-01-15
175728,46566,46566,A,2025-01-15
323517,85502,85502,A,2025-01-15
34153,9091,9091,B,2025-01-15
16637,4393,4393,B,2025-01-15
243621,64421,64421,B,2025-01-15
33646,8942,8942,A,2025-01-15
366279,96835,96835,B,2025-01-15
115965,30845,30845,B,2025-01-15
21796,5770,5770,A,2025-01-15
282937,74773,74773,B,2025-01-15
13322,3479,3479,B,2025-01-15
186702,49496,49496,A,2025-01-15
176281,46719,46719,B,2025-01-15
176313,46729,46729,B,2025-01-15
33484,8897,8897,B,2025-01-15
282851,74747,74747,B,2025-01-15
273001,72131,72131,B,2025-01-15
176419,46761,46761,B,2025-01-15
115951,30841,30841,B,2025-01-15
359156,94960,94960,A,2025-01-15
283101,74808,74808,A,2025-01-15
359871,95138,95138,A,2025-01-15
359719,95098,95098,A,2025-01-15
359728,95101,95101,B,2025-01-15
223083,59028,59028,A,2025-01-15
119050,31653,31653,B,2025-01-15
96597,25678,25678,A,2025-01-15
283251,74854,74854,A,2025-01-15
194701,51615,51615,B,2025-01-15
175837,46606,46606,A,2025-01-15
207474,54998,54998,A,2025-01-15
96659,25693,25693,B,2025-01-15
277254,73245,73245,B,2025-01-15
21691,5742,5742,A,2025-01-15
33943,9029,9029,B,2025-01-15
283139,74823,74823,B,2025-01-15
249485,65939,65939,B,2025-01-15
175990,46645,46645,B,2025-01-15
272611,72020,72020,A,2025-01-15
34827,9298,9298,A,2025-01-15
326303,86259,86259,B,2025-01-15
366820,96981,96981,B,2025-01-15
316177,83571,83571,B,2025-01-15
17111,4513,4513,B,2025-01-15
227055,60071,60071,B,2025-01-15
36077,9620,9620,A,2025-01-15
322508,85239,85239,B,2025-01-15
366829,96983,96983,B,2025-01-15
326578,86328,86328,A,2025-01-15
263740,69752,69752,A,2025-01-15
174413,46220,46220,A,2025-01-15
323342,85459,85459,B,2025-01-15
371291,98169,98169,B,2025-01-15
366690,96946,96946,A,2025-01-15
243717,64448,64448,A,2025-01-15
227037,60065,60065,B,2025-01-15
284368,75147,75147,B,2025-01-15
105393,28048,28048,A,2025-01-15
284369,75148,75148,A,2025-01-15
118612,31538,31538,A,2025-01-15
284505,75183,75183,B,2025-01-15
265348,70165,70165,B,2025-01-15
207364,54966,54966,A,2025-01-15
227077,60080,60080,A,2025-01-15
311269,82294,82294,A,2025-01-15
36394,9702,9702,A,2025-01-15
173893,46081,46081,B,2025-01-15
284442,75166,75166,A,2025-01-15
272622,72022,72022,A,2025-01-15
326664,86348,86348,A,2025-01-15
258263,68279,68279,B,2025-01-15
208352,55214,55214,A,2025-01-15
174056,46123,46123,B,2025-01-15
20701,5477,5477,B,2025-01-15
195096,51713,51713,B,2025-01-15
255926,67643,67643,B,2025-01-15
12882,3359,3359,B,2025-01-15
326515,86309,86309,B,2025-01-15
277055,73187,73187,B,2025-01-15
35085,9363,9363,B,2025-01-15
194912,51667,51667,B,2025-01-15
96064,25536,25536,A,2025-01-15
118873,31608,31608,A,2025-01-15
174991,46357,46357,B,2025-01-15
16941,4472,4472,A,2025-01-15
34947,9334,9334,A,2025-01-15
263843,69784,69784,A,2025-01-15
175101,46390,46390,A,2025-01-15
21320,5642,5642,A,2025-01-15
326314,86261,86261,B,2025-01-15
21359,5652,5652,A,2025-01-15
242108,64024,64024,A,2025-01-15
283658,74963,74963,B,2025-01-15
366548,96909,96909,B,2025-01-15
175131,46399,46399,B,2025-01-15
174888,46336,46336,A,2025-01-15
35152,9381,9381,B,2025-01-15
12892,3362,3362,A,2025-01-15
115765,30788,30788,A,2025-01-15
256843,67902,67902,A,2025-01-15
21019,5554,5554,A,2025-01-15
95876,25487,25487,B,2025-01-15
174650,46276,46276,A,2025-01-15
35435,9458,9458,A,2025-01-15
242195,64046,64046,A,2025-01-15
115775,30792,30792,A,2025-01-15
105263,28015,28015,B,2025-01-15
358883,94889,94889,B,2025-01-15
366644,96934,96934,A,2025-01-15
208308,55204,55204,A,2025-01-15
283797,75002,75002,A,2025-01-15
311517,82359,82359,B,2025-01-15
209236,55430,55430,A,2025-01-15
328619,86866,86866,A,2025-01-15
90576,24064,24064,A,2025-01-15
235316,62266,62266,A,2025-01-15
331015,87482,87482,A,2025-01-15
254334,67238,67238,A,2025-01-15
70039,18647,18647,B,2025-01-15
377110,99686,99686,A,2025-01-15
293287,77486,77486,A,2025-01-15
377117,99689,99689,B,2025-01-15
110883,29504,29504,A,2025-01-15
348360,92052,92052,A,2025-01-15
131124,34867,34867,B,2025-01-15
348398,92061,92061,B,2025-01-15
246800,65238,65238,A,2025-01-15
340199,89905,89905,B,2025-01-15
7170,1842,1842,A,2025-01-15
299876,79253,79253,B,2025-01-15
374440,99006,99006,A,2025-01-15
377046,99670,99670,A,2025-01-15
131173,34879,34879,B,2025-01-15
157566,41802,41802,A,2025-01-15
145858,38718,38718,A,2025-01-15
107865,28715,28715,B,2025-01-15
235019,62189,62189,B,2025-01-15
7101,1824,1824,A,2025-01-15
261982,69289,69289,B,2025-01-15
317282,83854,83854,A,2025-01-15
293385,77514,77514,A,2025-01-15
131227,34890,34890,A,2025-01-15
145842,38711,38711,B,2025-01-15
7112,1828,1828,A,2025-01-15
157430,41766,41766,A,2025-01-15
2659,667,667,B,2025-01-15
257514,68086,68086,A,2025-01-15
228761,60537,60537,B,2025-01-15
340309,89935,89935,B,2025-01-15
81155,21614,21614,A,2025-01-15
232121,61433,61433,B,2025-01-15
157942,41902,41902,A,2025-01-15
232029,61409,61409,B,2025-01-15
251704,66541,66541,B,2025-01-15
70672,18828,18828,A,2025-01-15
300142,79324,79324,A,2025-01-15
2322,587,587,B,2025-01-15
70746,18847,18847,B,2025-01-15
374344,98979,98979,B,2025-01-15
145111,38521,38521,B,2025-01-15
7350,1898,1898,A,2025-01-15
111766,29732,29732,A,2025-01-15
219077,57977,57977,B,2025-01-15
70776,18857,18857,B,2025-01-15
377234,99716,99716,A,2025-01-15
87858,23353,23353,B,2025-01-15
199713,52921,52921,B,2025-01-15
107694,28669,28669,B,2025-01-15
2333,591,591,B,2025-01-15
70610,18810,18810,A,2025-01-15
270133,71405,71405,B,2025-01-15
348547,92101,92101,B,2025-01-15
7183,1847,1847,B,2025-01-15
330897,87445,87445,B,2025-01-15
330880,87441,87441,B,2025-01-15
299931,79266,79266,A,2025-01-15
158137,41955,41955,B,2025-01-15
246805,65239,65239,B,2025-01-15
136241,36186,36186,A,2025-01-15
2418,615,615,B,2025-01-15
158247,41984,41984,A,2025-01-15
70592,18802,18802,A,2025-01-15
70593,18803,18803,B,2025-01-15
266619,70492,70492,A,2025-01-15
54380,14529,14529,B,2025-01-15
235233,62244,62244,A,2025-01-15
136184,36172,36172,A,2025-01-15
55620,14839,14839,B,2025-01-15
348074,91977,91977,B,2025-01-15
223869,59246,59246,A,2025-01-15
299131,79047,79047,B,2025-01-15
81806,21780,21780,A,2025-01-15
56630,15112,15112,A,2025-01-15
68805,18327,18327,B,2025-01-15
6710,1721,1721,B,2025-01-15
229870,60823,60823,B,2025-01-15
245683,64949,64949,B,2025-01-15
318125,84084,84084,A,2025-01-15
146503,38884,38884,A,2025-01-15
109541,29162,29162,A,2025-01-15
111996,29794,29794,A,2025-01-15
56480,15075,15075,B,2025-01-15
69065,18396,18396,A,2025-01-15
131553,34973,34973,B,2025-01-15
56503,15082,15082,A,2025-01-15
224507,59429,59429,B,2025-01-15
156144,41435,41435,B,2025-01-15
347341,91785,91785,B,2025-01-15
57232,15272,15272,A,2025-01-15
299010,79015,79015,B,2025-01-15
68526,18253,18253,B,2025-01-15
307119,81210,81210,A,2025-01-15
268403,70959,70959,B,2025-01-15
215392,57027,57027,B,2025-01-15
57126,15248,15248,A,2025-01-15
347240,91760,91760,A,2025-01-15
156085,41415,41415,B,2025-01-15
86674,23039,23039,B,2025-01-15
156092,41418,41418,A,2025-01-15
68566,18264,18264,A,2025-01-15
3115,787,787,B,2025-01-15
68607,18275,18275,B,2025-01-15
131683,35005,35005,B,2025-01-15
146420,38865,38865,B,2025-01-15
56374,15045,15045,B,2025-01-15
56362,15041,15041,B,2025-01-15
261141,69055,69055,B,2025-01-15
261132,69051,69051,B,2025-01-15
55813,14900,14900,A,2025-01-15
146052,38772,38772,A,2025-01-15
146023,38764,38764,A,2025-01-15
200074,53015,53015,B,2025-01-15
135968,36110,36110,A,2025-01-15
81434,21695,21695,B,2025-01-15
157227,41713,41713,B,2025-01-15
2748,690,690,A,2025-01-15
320218,84631,84631,B,2025-01-15
304952,80611,80611,B,2025-01-15
81416,21689,21689,B,2025-01-15
246416,65139,65139,B,2025-01-15
55630,14843,14843,B,2025-01-15
136045,36131,36131,B,2025-01-15
320201,84627,84627,B,2025-01-15
214744,56876,56876,A,2025-01-15
6927,1775,1775,B,2025-01-15
6884,1766,1766,A,2025-01-15
299271,79092,79092,A,2025-01-15
340708,90030,90030,A,2025-01-15
156698,41576,41576,A,2025-01-15
2983,746,746,A,2025-01-15
340684,90024,90024,A,2025-01-15
376913,99629,99629,B,2025-01-15
81654,21743,21743,B,2025-01-15
2939,737,737,B,2025-01-15
56231,15008,15008,A,2025-01-15
109592,29174,29174,A,2025-01-15
245705,64955,64955,B,2025-01-15
135856,36079,36079,B,2025-01-15
146252,38820,38820,A,2025-01-15
245041,64774,64774,A,2025-01-15
347785,91898,91898,A,2025-01-15
157058,41660,41660,A,2025-01-15
230082,60879,60879,B,2025-01-15
53996,14431,14431,B,2025-01-15
136385,36229,36229,B,2025-01-15
7894,2037,2037,B,2025-01-15
71697,19097,19097,B,2025-01-15
377339,99753,99753,B,2025-01-15
270358,71459,71459,B,2025-01-15
52096,13933,13933,B,2025-01-15
267978,70853,70853,B,2025-01-15
377329,99750,99750,A,2025-01-15
330284,87286,87286,A,2025-01-15
377382,99763,99763,B,2025-01-15
246883,65262,65262,A,2025-01-15
339268,89644,89644,A,2025-01-15
71971,19168,19168,A,2025-01-15
228426,60448,60448,A,2025-01-15
129895,34542,34542,A,2025-01-15
257504,68081,68081,B,2025-01-15
71673,19090,19090,A,2025-01-15
377324,99748,99748,A,2025-01-15
80456,21421,21421,B,2025-01-15
268037,70869,70869,B,2025-01-15
52647,14083,14083,B,2025-01-15
130119,34607,34607,B,2025-01-15
292144,77186,77186,A,2025-01-15
339478,89705,89705,B,2025-01-15
206686,54776,54776,A,2025-01-15
52504,14044,14044,A,2025-01-15
88495,23538,23538,A,2025-01-15
130074,34594,34594,A,2025-01-15
52477,14036,14036,A,2025-01-15
113741,30264,30264,A,2025-01-15
71580,19063,19063,B,2025-01-15
2047,520,520,A,2025-01-15
80462,21423,21423,B,2025-01-15
52399,14020,14020,A,2025-01-15
291698,77078,77078,A,2025-01-15
80295,21381,21381,B,2025-01-15
291692,77076,77076,A,2025-01-15
339236,89634,89634,A,2025-01-15
51431,13750,13750,A,2025-01-15
51426,13749,13749,B,2025-01-15
214323,56774,56774,A,2025-01-15
129755,34504,34504,A,2025-01-15
214307,56771,56771,B,2025-01-15
300808,79513,79513,B,2025-01-15
300848,79526,79526,A,2025-01-15
51363,13729,13729,B,2025-01-15
255246,67476,67476,A,2025-01-15
300857,79529,79529,B,2025-01-15
51355,13727,13727,B,2025-01-15
338859,89535,89535,B,2025-01-15
143390,38078,38078,A,2025-01-15
89001,23660,23660,A,2025-01-15
8099,2088,2088,A,2025-01-15
51434,13751,13751,B,2025-01-15
109936,29264,29264,A,2025-01-15
350425,92580,92580,A,2025-01-15
259527,68599,68599,B,2025-01-15
72034,19186,19186,A,2025-01-15
334562,88424,88424,A,2025-01-15
228398,60443,60443,B,2025-01-15
231765,61331,61331,B,2025-01-15
334601,88432,88432,A,2025-01-15
350250,92534,92534,A,2025-01-15
51749,13825,13825,B,2025-01-15
88812,23615,23615,B,2025-01-15
51586,13792,13792,A,2025-01-15
308096,81463,81463,B,2025-01-15
143872,38201,38201,B,2025-01-15
267925,70840,70840,A,2025-01-15
72166,19224,19224,A,2025-01-15
72176,19228,19228,A,2025-01-15
334636,88439,88439,B,2025-01-15
267097,70617,70617,B,2025-01-15
57288,15286,15286,A,2025-01-15
71520,19046,19046,A,2025-01-15
144484,38358,38358,A,2025-01-15
71043,18925,18925,B,2025-01-15
88085,23419,23419,B,2025-01-15
330534,87352,87352,A,2025-01-15
292525,77282,77282,A,2025-01-15
304681,80534,80534,A,2025-01-15
159231,42226,42226,A,2025-01-15
130460,34699,34699,B,2025-01-15
80726,21498,21498,A,2025-01-15
136568,36277,36277,B,2025-01-15
199533,52877,52877,B,2025-01-15
349370,92310,92310,A,2025-01-15
71136,18947,18947,B,2025-01-15
159375,42258,42258,A,2025-01-15
136577,36279,36279,B,2025-01-15
339758,89778,89778,A,2025-01-15
231886,61369,61369,B,2025-01-15
199599,52892,52892,A,2025-01-15
159127,42195,42195,B,2025-01-15
339882,89812,89812,A,2025-01-15
223522,59158,59158,A,2025-01-15
339862,89809,89809,B,2025-01-15
130682,34754,34754,A,2025-01-15
307613,81335,81335,B,2025-01-15
214712,56870,56870,A,2025-01-15
339831,89800,89800,A,2025-01-15
80823,21524,21524,A,2025-01-15
7527,1943,1943,B,2025-01-15
83988,22357,22357,B,2025-01-15
87988,23393,23393,B,2025-01-15
339817,89794,89794,A,2025-01-15
144921,38474,38474,A,2025-01-15
53676,14349,14349,B,2025-01-15
53667,14347,14347,B,2025-01-15
88149,23441,23441,B,2025-01-15
228592,60488,60488,A,2025-01-15
144760,38431,38431,B,2025-01-15
53300,14240,14240,A,2025-01-15
235441,62300,62300,A,2025-01-15
349598,92369,92369,B,2025-01-15
270247,71435,71435,B,2025-01-15
220308,58290,58290,A,2025-01-15
52959,14156,14156,A,2025-01-15
52952,14154,14154,A,2025-01-15
339551,89721,89721,B,2025-01-15
231831,61353,61353,B,2025-01-15
300402,79399,79399,B,2025-01-15
307842,81401,81401,B,2025-01-15
214540,56830,56830,A,2025-01-15
231820,61350,61350,A,2025-01-15
7790,2009,2009,B,2025-01-15
52707,14096,14096,A,2025-01-15
349714,92403,92403,B,2025-01-15
7717,1989,1989,B,2025-01-15
292179,77197,77197,B,2025-01-15
111691,29716,29716,A,2025-01-15
159579,42307,42307,B,2025-01-15
349448,92329,92329,B,2025-01-15
144750,38429,38429,B,2025-01-15
136590,36282,36282,A,2025-01-15
159460,42279,42279,B,2025-01-15
53208,14215,14215,B,2025-01-15
53177,14210,14210,A,2025-01-15
349518,92346,92346,A,2025-01-15
253288,66967,66967,B,2025-01-15
244890,64731,64731,B,2025-01-15
230119,60888,60888,A,2025-01-15
339636,89743,89743,B,2025-01-15
71249,18977,18977,B,2025-01-15
159564,42303,42303,B,2025-01-15
374107,98921,98921,B,2025-01-15
320338,84671,84671,B,2025-01-15
71314,18991,18991,B,2025-01-15
350538,92607,92607,B,2025-01-15
305127,80660,80660,A,2025-01-15
331480,87595,87595,B,2025-01-15
233967,61904,61904,A,2025-01-15
84961,22591,22591,B,2025-01-15
133277,35399,35399,B,2025-01-15
83360,22191,22191,B,2025-01-15
245504,64898,64898,A,2025-01-15
259911,68705,68705,B,2025-01-15
152809,40534,40534,A,2025-01-15
60720,16222,16222,A,2025-01-15
64894,17295,17295,B,2025-01-15
64931,17302,17302,A,2025-01-15
133251,35390,35390,A,2025-01-15
306394,81013,81013,B,2025-01-15
64965,17311,17311,B,2025-01-15
149709,39722,39722,A,2025-01-15
83335,22184,22184,A,2025-01-15
5303,1339,1339,B,2025-01-15
305692,80819,80819,B,2025-01-15
252257,66685,66685,B,2025-01-15
245375,64869,64869,B,2025-01-15
344708,91099,91099,B,2025-01-15
61418,16399,16399,B,2025-01-15
295825,78160,78160,A,2025-01-15
216010,57166,57166,A,2025-01-15
344844,91137,91137,B,2025-01-15
269284,71188,71188,A,2025-01-15
375628,99325,99325,B,2025-01-15
152628,40483,40483,B,2025-01-15
152634,40485,40485,B,2025-01-15
152652,40490,40490,A,2025-01-15
84841,22568,22568,A,2025-01-15
295716,78133,78133,B,2025-01-15
150099,39810,39810,A,2025-01-15
83423,22204,22204,A,2025-01-15
345215,91225,91225,B,2025-01-15
254576,67299,67299,B,2025-01-15
153146,40622,40622,A,2025-01-15
108479,28889,28889,B,2025-01-15
60398,16133,16133,B,2025-01-15
149336,39619,39619,B,2025-01-15
153353,40673,40673,B,2025-01-15
219758,58162,58162,A,2025-01-15
65616,17487,17487,B,2025-01-15
60241,16095,16095,B,2025-01-15
133109,35351,35351,B,2025-01-15
342685,90559,90559,B,2025-01-15
375456,99277,99277,B,2025-01-15
215858,57133,57133,B,2025-01-15
269389,71213,71213,B,2025-01-15
376368,99496,99496,A,2025-01-15
82985,22095,22095,B,2025-01-15
229609,60760,60760,A,2025-01-15
216732,57354,57354,A,2025-01-15
65461,17451,17451,B,2025-01-15
149398,39638,39638,A,2025-01-15
234127,61943,61943,B,2025-01-15
252653,66805,66805,B,2025-01-15
297433,78597,78597,B,2025-01-15
65169,17368,17368,A,2025-01-15
65179,17372,17372,A,2025-01-15
319614,84475,84475,B,2025-01-15
342906,90622,90622,A,2025-01-15
268815,71075,71075,B,2025-01-15
149472,39660,39660,A,2025-01-15
202359,53626,53626,A,2025-01-15
229157,60650,60650,A,2025-01-15
83184,22141,22141,B,2025-01-15
305568,80790,80790,A,2025-01-15
65399,17432,17432,A,2025-01-15
134697,35774,35774,A,2025-01-15
295412,78058,78058,A,2025-01-15
201420,53372,53372,A,2025-01-15
332367,87843,87843,B,2025-01-15
61706,16477,16477,B,2025-01-15
343281,90721,90721,B,2025-01-15
344074,90943,90943,B,2025-01-15
344075,90944,90944,A,2025-01-15
344087,90947,90947,B,2025-01-15
296454,78324,78324,A,2025-01-15
62790,16736,16736,A,2025-01-15
151381,40160,40160,A,2025-01-15
317740,83972,83972,A,2025-01-15
375969,99403,99403,B,2025-01-15
344285,90992,90992,A,2025-01-15
344299,90997,90997,B,2025-01-15
201743,53454,53454,A,2025-01-15
150612,39955,39955,B,2025-01-15
134254,35647,35647,B,2025-01-15
151690,40242,40242,A,2025-01-15
151531,40196,40196,A,2025-01-15
83775,22305,22305,B,2025-01-15
83781,22306,22306,A,2025-01-15
62923,16773,16773,B,2025-01-15
83941,22343,22343,B,2025-01-15
233473,61773,61773,B,2025-01-15
343772,90856,90856,A,2025-01-15
134057,35596,35596,A,2025-01-15
151113,40085,40085,B,2025-01-15
84058,22374,22374,A,2025-01-15
343758,90848,90848,A,2025-01-15
202045,53533,53533,B,2025-01-15
233568,61795,61795,B,2025-01-15
83844,22321,22321,B,2025-01-15
296534,78349,78349,B,2025-01-15
4836,1227,1227,B,2025-01-15
343957,90909,90909,B,2025-01-15
151183,40106,40106,A,2025-01-15
260020,68736,68736,A,2025-01-15
306033,80912,80912,A,2025-01-15
151700,40244,40244,A,2025-01-15
63990,17048,17048,A,2025-01-15
4925,1248,1248,A,2025-01-15
152020,40329,40329,B,2025-01-15
223704,59208,59208,A,2025-01-15
296010,78209,78209,B,2025-01-15
319748,84510,84510,A,2025-01-15
152121,40350,40350,A,2025-01-15
229298,60684,60684,A,2025-01-15
202101,53550,53550,A,2025-01-15
375758,99358,99358,A,2025-01-15
319761,84513,84513,B,2025-01-15
297042,78491,78491,B,2025-01-15
344605,91077,91077,B,2025-01-15
64449,17167,17167,B,2025-01-15
150237,39849,39849,B,2025-01-15
297068,78498,78498,A,2025-01-15
84614,22513,22513,B,2025-01-15
305784,80848,80848,A,2025-01-15
375386,99258,99258,A,2025-01-15
202081,53546,53546,A,2025-01-15
306057,80923,80923,B,2025-01-15
332469,87873,87873,B,2025-01-15
296889,78450,78450,A,2025-01-15
4535,1157,1157,B,2025-01-15
150412,39903,39903,B,2025-01-15
151810,40276,40276,A,2025-01-15
83671,22274,22274,A,2025-01-15
112727,29981,29981,B,2025-01-15
62296,16610,16610,A,2025-01-15
296133,78243,78243,B,2025-01-15
62245,16599,16599,B,2025-01-15
134314,35665,35665,B,2025-01-15
332450,87868,87868,A,2025-01-15
134320,35667,35667,B,2025-01-15
233294,61728,61728,A,2025-01-15
252562,66777,66777,B,2025-01-15
62130,16570,16570,A,2025-01-15
65806,17536,17536,A,2025-01-15
306529,81049,81049,B,2025-01-15
85342,22694,22694,A,2025-01-15
234505,62049,62049,B,2025-01-15
298611,78912,78912,A,2025-01-15
109335,29106,29106,A,2025-01-15
294487,77824,77824,A,2025-01-15
215536,57057,57057,B,2025-01-15
6283,1606,1606,A,2025-01-15
331736,87662,87662,A,2025-01-15
86075,22890,22890,A,2025-01-15
341599,90265,90265,B,2025-01-15
254857,67378,67378,A,2025-01-15
306905,81150,81150,A,2025-01-15
3394,863,863,B,2025-01-15
147433,39129,39129,B,2025-01-15
331652,87642,87642,A,2025-01-15
261187,69068,69068,A,2025-01-15
67664,18024,18024,A,2025-01-15
154890,41097,41097,B,2025-01-15
202868,53765,53765,B,2025-01-15
67381,17957,17957,B,2025-01-15
147716,39207,39207,B,2025-01-15
58617,15651,15651,B,2025-01-15
202823,53753,53753,B,2025-01-15
67534,17991,17991,B,2025-01-15
154758,41061,41061,B,2025-01-15
67555,18000,18000,A,2025-01-15
58540,15632,15632,A,2025-01-15
298546,78895,78895,B,2025-01-15
85914,22849,22849,B,2025-01-15
346495,91558,91558,A,2025-01-15
317993,84045,84045,B,2025-01-15
132411,35176,35176,A,2025-01-15
6135,1569,1569,B,2025-01-15
252000,66626,66626,A,2025-01-15
86161,22910,22910,A,2025-01-15
333670,88183,88183,B,2025-01-15
6353,1622,1622,A,2025-01-15
147364,39112,39112,A,2025-01-15
86400,22973,22973,B,2025-01-15
333794,88218,88218,A,2025-01-15
112089,29816,29816,A,2025-01-15
86426,22980,22980,A,2025-01-15
155644,41293,41293,B,2025-01-15
346968,91686,91686,A,2025-01-15
254884,67388,67388,A,2025-01-15
3191,807,807,B,2025-01-15
200505,53131,53131,B,2025-01-15
347055,91712,91712,A,2025-01-15
147026,39025,39025,B,2025-01-15
245144,64804,64804,A,2025-01-15
234680,62096,62096,A,2025-01-15
3182,804,804,A,2025-01-15
245662,64943,64943,B,2025-01-15
234614,62082,62082,A,2025-01-15
154634,41026,41026,A,2025-01-15
135561,36007,36007,B,2025-01-15
86340,22959,22959,B,2025-01-15
67938,18102,18102,A,2025-01-15
257341,68038,68038,A,2025-01-15
200622,53164,53164,A,2025-01-15
155294,41199,41199,B,2025-01-15
57927,15464,15464,A,2025-01-15
6419,1642,1642,A,2025-01-15
252978,66887,66887,B,2025-01-15
68007,18117,18117,B,2025-01-15
320048,84592,84592,A,2025-01-15
219211,58016,58016,A,2025-01-15
224498,59427,59427,B,2025-01-15
112144,29827,29827,B,2025-01-15
155426,41234,41234,A,2025-01-15
155436,41238,41238,A,2025-01-15
346839,91647,91647,B,2025-01-15
155542,41262,41262,A,2025-01-15
318099,84075,84075,B,2025-01-15
333482,88142,88142,A,2025-01-15
341877,90340,90340,A,2025-01-15
66285,17669,17669,B,2025-01-15
229660,60773,60773,B,2025-01-15
132842,35289,35289,B,2025-01-15
305458,80756,80756,A,2025-01-15
153948,40837,40837,B,2025-01-15
132832,35286,35286,A,2025-01-15
3873,984,984,A,2025-01-15
342350,90465,90465,B,2025-01-15
342315,90460,90460,A,2025-01-15
342283,90452,90452,A,2025-01-15
215742,57111,57111,B,2025-01-15
109184,29068,29068,A,2025-01-15
201073,53284,53284,A,2025-01-15
59466,15893,15893,B,2025-01-15
82732,22028,22028,A,2025-01-15
333309,88091,88091,B,2025-01-15
5720,1458,1458,A,2025-01-15
66191,17643,17643,B,2025-01-15
305523,80775,80775,B,2025-01-15
252129,66658,66658,A,2025-01-15
59901,16016,16016,A,2025-01-15
342596,90536,90536,A,2025-01-15
65969,17585,17585,B,2025-01-15
5676,1444,1444,A,2025-01-15
59793,15992,15992,A,2025-01-15
153763,40782,40782,A,2025-01-15
148862,39503,39503,B,2025-01-15
297769,78702,78702,A,2025-01-15
59765,15980,15980,A,2025-01-15
342475,90500,90500,A,2025-01-15
234231,61975,61975,B,2025-01-15
342465,90497,90497,B,2025-01-15
148832,39497,39497,B,2025-01-15
59435,15883,15883,B,2025-01-15
201004,53269,53269,B,2025-01-15
219830,58177,58177,B,2025-01-15
5835,1491,1491,B,2025-01-15
298112,78792,78792,A,2025-01-15
232684,61573,61573,B,2025-01-15
148137,39315,39315,B,2025-01-15
