,hashed_order_id,hashed_user_id,event_date,order_sum,commission,delivery_fee
28470,O7562_0_6459,7562,2025-01-08,6280.0,491.0,0.0
28476,O7563_0_4116,7563,2025-01-20,14165.0,1836.0,0.0
28481,O7564_0_8557,7564,2025-01-25,9883.0,919.0,0.0
28487,O7566_0_1675,7566,2025-01-26,10822.0,1046.0,0.0
28493,O7567_0_3696,7567,2025-01-26,12245.0,1044.0,0.0
28506,O7570_0_6715,7570,2025-02-15,10181.0,725.0,0.0
28511,O7571_0_6646,7571,2025-02-05,13854.0,851.0,0.0
28516,O7571_1_1498,7571,2025-02-10,9827.0,900.0,0.0
28522,O7572_0_7508,7572,2025-01-14,10712.0,907.0,0.0
28530,O7573_0_4956,7573,2025-01-06,8736.0,180.0,0.0
28543,O7577_0_1345,7577,2025-02-08,11647.0,962.0,0.0
28569,O7587_0_7605,7587,2025-01-29,8210.0,630.0,0.0
28574,O7588_0_1339,7588,2025-01-31,7378.0,812.0,0.0
28590,O7592_0_6697,7592,2025-01-21,11294.0,1050.0,0.0
28596,O7593_0_3317,7593,2025-02-24,13440.0,1176.0,0.0
28606,O7596_0_5864,7596,2025-02-08,8470.0,444.0,0.0
28612,O7598_0_9632,7598,2025-01-14,10784.0,1154.0,0.0
28617,O7599_0_2497,7599,2025-01-18,9399.0,1004.0,0.0
28622,O7600_0_7769,7600,2025-01-10,11628.0,1043.0,0.0
28631,O7603_0_4594,7603,2025-02-13,10173.0,985.0,0.0
28636,O7604_0_7023,7604,2025-01-05,8631.0,741.0,0.0
28641,O7605_0_6732,7605,2025-01-26,7033.0,668.0,0.0
28655,O7608_0_7651,7608,2025-01-29,9963.0,885.0,0.0
28669,O7612_0_4667,7612,2025-01-14,8473.0,1126.0,0.0
28677,,7615,2025-01-21,10870.0,821.0,0.0
28689,O7619_0_7938,7619,2025-01-17,14148.0,1335.0,0.0
28698,O7621_0_6570,7621,2025-01-21,12301.0,1512.0,0.0
28703,O7622_0_1873,7622,2025-01-10,11962.0,1513.0,0.0
28721,O7627_0_1857,7627,2025-01-22,10565.0,954.0,0.0
28726,O7628_0_9643,7628,2025-02-27,6403.0,788.0,0.0
28749,O7635_0_2876,7635,2025-02-01,10989.0,1448.0,0.0
28754,O7636_0_3111,7636,2025-01-06,7703.0,585.0,0.0
28762,O7638_0_2295,7638,2025-02-09,5782.0,710.0,0.0
28767,O7639_0_2624,7639,2025-02-07,6752.0,539.0,0.0
28778,O7643_0_4635,7643,2025-01-22,11528.0,1297.0,0.0
28783,O7644_0_8373,7644,2025-01-26,8976.0,851.0,0.0
28816,O7655_0_8876,7655,2025-01-18,12918.0,1202.0,0.0
28822,O7656_0_8162,7656,2025-01-18,9114.0,712.0,0.0
28829,O7658_0_2327,7658,2025-01-06,11994.0,1507.0,0.0
28834,O7658_1_3789,7658,2025-01-07,11899.0,1167.0,0.0
28841,O7661_0_9926,7661,2025-02-19,10701.0,1128.0,0.0
28855,O7665_0_2969,7665,2025-02-09,5980.0,528.0,0.0
28862,O7666_0_5043,7666,2025-02-16,6692.0,684.0,0.0
28902,O7680_0_8006,7680,2025-01-15,14548.0,1235.0,0.0
28918,O7682_1_6772,7682,2025-01-23,8120.0,784.0,0.0
28931,O7686_0_5365,7686,2025-01-08,9204.0,1169.0,0.0
28944,O7690_0_3869,7690,2025-01-01,13711.0,1781.0,0.0
28954,,7692,2025-01-18,11367.0,1040.0,0.0
28961,O7693_0_1307,7693,2025-01-26,11422.0,1338.0,0.0
28977,O7698_0_7151,7698,2025-01-21,6966.0,711.0,0.0
28995,O7705_0_8276,7705,2025-02-22,14513.0,1735.0,0.0
29008,O7710_0_4865,7710,2025-01-19,11166.0,971.0,0.0
29013,O7711_0_2408,7711,2025-01-11,13750.0,1702.0,0.0
29018,O7712_0_3164,7712,2025-01-26,11157.0,1026.0,0.0
29027,O7714_0_1948,7714,2025-01-03,10329.0,1398.0,0.0
29035,O7717_0_9039,7717,2025-01-01,11315.0,1380.0,0.0
29045,O7720_0_1565,7720,2025-02-21,8014.0,607.0,0.0
29057,O7725_0_8520,7725,2025-01-24,9158.0,894.0,0.0
29071,O7729_0_7221,7729,2025-01-17,7664.0,831.0,0.0
29077,O7731_0_3129,7731,2025-02-11,12021.0,1465.0,0.0
29104,O7742_0_7212,7742,2025-01-03,9480.0,1195.0,0.0
29120,O7747_0_5456,7747,2025-01-19,6916.0,867.0,0.0
29138,O7754_0_4673,7754,2025-01-05,9883.0,652.0,0.0
29151,O7757_0_6044,7757,2025-02-01,5908.0,693.0,0.0
29165,O7761_0_6484,7761,2025-02-08,12291.0,1333.0,0.0
29200,O7773_0_3861,7773,2025-01-29,3080.0,281.0,0.0
29205,O7774_0_9991,7774,2025-01-03,8538.0,985.0,0.0
29214,O7776_0_5844,7776,2025-01-28,8797.0,1048.0,0.0
29220,,7778,2025-01-29,11106.0,905.0,990.0
29225,O7779_0_6040,7779,2025-01-22,10102.0,897.0,1490.0
29243,O7785_0_3291,7785,2025-01-11,9639.0,1056.0,0.0
29271,O7795_0_6640,7795,2025-01-01,10182.0,992.0,0.0
29281,O7798_0_6885,7798,2025-01-22,8506.0,934.0,0.0
29297,O7802_0_6492,7802,2025-02-16,6855.0,768.0,0.0
29319,O7809_0_5709,7809,2025-02-19,8738.0,772.0,0.0
29329,O7813_0_7809,7813,2025-02-06,10518.0,818.0,0.0
29337,O7815_0_8872,7815,2025-02-09,8951.0,842.0,0.0
29368,O7825_0_6135,7825,2025-02-23,8119.0,825.0,0.0
29381,O7828_0_4492,7828,2025-01-30,11970.0,1024.0,0.0
29386,O7829_0_7599,7829,2025-01-24,8562.0,714.0,0.0
29396,O7831_0_7976,7831,2025-02-25,6461.0,624.0,0.0
29404,O7833_0_2661,7833,2025-02-10,13714.0,1367.0,0.0
29413,O7835_0_7150,7835,2025-02-27,12590.0,1257.0,1490.0
29418,O7836_0_4818,7836,2025-01-23,10546.0,1095.0,0.0
29433,O7841_0_3425,7841,2025-01-18,11280.0,703.0,0.0
29440,O7844_0_6894,7844,2025-01-08,7161.0,661.0,990.0
29445,O7845_0_2476,7845,2025-01-19,11380.0,1078.0,1490.0
29453,O7847_0_5324,7847,2025-01-27,9137.0,783.0,0.0
29465,O7850_0_1324,7850,2025-02-15,13392.0,1388.0,0.0
29482,O7857_0_1967,7857,2025-01-24,10107.0,1234.0,0.0
29507,O7867_0_9990,7867,2025-01-13,11751.0,1292.0,0.0
29515,O7868_0_5337,7868,2025-01-05,12157.0,1108.0,990.0
29520,O7868_1_2296,7868,2025-01-09,9278.0,722.0,0.0
29531,O7872_0_6986,7872,2025-02-05,11053.0,1231.0,0.0
29539,O7874_0_9997,7874,2025-02-21,11978.0,1035.0,0.0
29544,O7874_1_1686,7874,2025-02-25,10270.0,1201.0,0.0
29549,O7874_2_9896,7874,2025-02-28,11410.0,1266.0,0.0
29554,O7875_0_9379,7875,2025-01-13,13016.0,1281.0,0.0
29567,O7881_0_6464,7881,2025-02-21,10421.0,777.0,0.0
29572,O7881_1_5361,7881,2025-02-22,9227.0,1066.0,0.0
29578,O7883_0_3271,7883,2025-01-04,9772.0,719.0,0.0
29590,O7887_0_2854,7887,2025-01-01,10817.0,1024.0,0.0
29608,O7893_0_6232,7893,2025-01-11,7729.0,745.0,0.0
29613,O7894_0_1408,7894,2025-02-16,8265.0,841.0,0.0
29625,O7898_0_2005,7898,2025-01-01,6018.0,471.0,0.0
29632,O7900_0_9863,7900,2025-02-16,7530.0,1014.0,0.0
29637,O7901_0_5310,7901,2025-01-14,10729.0,1283.0,0.0
29642,O7902_0_8039,7902,2025-02-07,7432.0,783.0,0.0
29663,O7909_0_1292,7909,2025-01-03,6674.0,717.0,0.0
29673,O7912_0_6145,7912,2025-02-16,7971.0,679.0,0.0
29686,O7916_0_5357,7916,2025-01-14,13447.0,858.0,0.0
29694,O7918_0_7467,7918,2025-01-02,9522.0,973.0,0.0
29699,O7919_0_3621,7919,2025-02-08,8637.0,904.0,0.0
29707,O7920_0_8070,7920,2025-01-25,11223.0,928.0,0.0
29720,O7924_0_6338,7924,2025-01-28,11039.0,1019.0,0.0
29731,O7926_0_7988,7926,2025-01-16,10296.0,1179.0,0.0
29736,O7927_0_8771,7927,2025-01-17,7378.0,781.0,0.0
29744,O7929_0_6480,7929,2025-02-24,8905.0,1101.0,0.0
29749,O7930_0_1841,7930,2025-01-08,8830.0,818.0,0.0
29775,O7939_0_4955,7939,2025-01-21,6699.0,687.0,0.0
29797,O7948_0_8513,7948,2025-01-07,9849.0,862.0,0.0
29804,O7950_0_8248,7950,2025-01-10,7357.0,694.0,990.0
29819,O7955_0_3051,7955,2025-02-15,11637.0,1160.0,0.0
29828,O7957_0_6050,7957,2025-01-11,9640.0,952.0,0.0
29843,O7962_0_6539,7962,2025-02-12,11258.0,1316.0,0.0
29848,O7963_0_5421,7963,2025-01-19,15311.0,1911.0,0.0
29853,O7964_0_9190,7964,2025-01-05,10947.0,965.0,0.0
29874,O7972_0_9798,7972,2025-01-04,10137.0,1148.0,0.0
29891,O7976_0_8620,7976,2025-01-08,8683.0,1037.0,0.0
29899,O7978_0_5798,7978,2025-02-07,8945.0,727.0,0.0
29918,O7986_0_9305,7986,2025-01-21,13304.0,1810.0,990.0
29924,O7986_1_3564,7986,2025-01-27,9631.0,1152.0,0.0
29929,O7987_0_7922,7987,2025-02-12,13552.0,1775.0,0.0
29934,O7988_0_2160,7988,2025-01-15,9961.0,982.0,0.0
29941,O7990_0_3017,7990,2025-01-23,10364.0,764.0,0.0
29946,O7990_1_3777,7990,2025-01-26,7094.0,620.0,0.0
29951,O7991_0_7482,7991,2025-01-23,7012.0,642.0,0.0
29974,O7998_0_3441,7998,2025-01-17,12481.0,1627.0,0.0
29979,,7998,2025-01-19,14006.0,1155.0,0.0
29985,O8000_0_3915,8000,2025-01-23,11675.0,1137.0,0.0
29991,O8001_0_5410,8001,2025-02-23,12076.0,1091.0,0.0
30000,O8002_0_6711,8002,2025-01-08,7535.0,749.0,0.0
30006,O8002_1_4213,8002,2025-01-15,8546.0,800.0,0.0
30011,O8003_0_2952,8003,2025-02-02,8193.0,526.0,0.0
30029,O8008_0_1667,8008,2025-02-02,10410.0,1165.0,0.0
30034,O8008_1_3242,8008,2025-02-09,11464.0,1091.0,0.0
30040,O8010_0_5691,8010,2025-02-10,10829.0,949.0,990.0
30045,O8011_0_2320,8011,2025-02-26,10208.0,1487.0,0.0
30050,O8012_0_4316,8012,2025-01-05,9240.0,825.0,0.0
30055,O8013_0_5205,8013,2025-01-17,9642.0,1253.0,0.0
30060,O8014_0_7667,8014,2025-02-28,6626.0,918.0,990.0
30069,O8016_0_8857,8016,2025-01-08,12085.0,1400.0,0.0
30074,O8016_1_5030,8016,2025-01-14,7835.0,922.0,0.0
30103,O8025_0_6999,8025,2025-01-26,8721.0,826.0,0.0
30108,O8026_0_3575,8026,2025-02-26,7443.0,748.0,0.0
30113,O8027_0_7079,8027,2025-01-31,8788.0,1077.0,1490.0
30118,O8028_0_1329,8028,2025-01-19,7775.0,734.0,0.0
30123,O8029_0_7220,8029,2025-01-13,5649.0,542.0,0.0
30128,O8029_1_9334,8029,2025-01-15,9127.0,871.0,0.0
30141,O8033_0_4594,8033,2025-02-19,7699.0,726.0,0.0
30146,O8034_0_4873,8034,2025-02-26,7917.0,741.0,0.0
30151,O8035_0_1112,8035,2025-01-15,9320.0,1286.0,0.0
30160,O8038_0_7516,8038,2025-01-10,11158.0,1380.0,0.0
30166,O8040_0_1642,8040,2025-01-01,11261.0,831.0,0.0
30171,O8041_0_6814,8041,2025-02-18,10213.0,1317.0,0.0
30184,O8046_0_8319,8046,2025-02-21,8813.0,1142.0,0.0
30191,O8048_0_3712,8048,2025-02-05,11471.0,1153.0,0.0
30201,O8050_0_1227,8050,2025-02-12,7403.0,769.0,990.0
30207,O8052_0_5142,8052,2025-01-08,7784.0,734.0,0.0
30212,O8053_0_8227,8053,2025-01-20,8786.0,1105.0,0.0
30217,O8053_1_5282,8053,2025-01-25,10528.0,1069.0,0.0
30224,O8054_0_1816,8054,2025-01-04,5831.0,222.0,0.0
30239,O8058_0_5496,8058,2025-01-01,10020.0,824.0,0.0
30247,O8060_0_9608,8060,2025-01-21,7644.0,882.0,0.0
30260,O8063_0_4573,8063,2025-02-17,4937.0,616.0,0.0
30265,O8064_0_8557,8064,2025-02-24,12600.0,817.0,0.0
30271,O8066_0_1021,8066,2025-02-17,6017.0,432.0,0.0
30279,O8070_0_7416,8070,2025-02-13,8180.0,782.0,0.0
30289,O8073_0_7066,8073,2025-01-24,9185.0,892.0,0.0
30297,O8075_0_9374,8075,2025-01-13,12566.0,1496.0,0.0
30302,O8076_0_8661,8076,2025-01-18,6463.0,833.0,0.0
30308,,8078,2025-02-24,10424.0,1253.0,0.0
30323,O8083_0_4415,8083,2025-01-29,12919.0,1488.0,0.0
30332,O8084_0_2999,8084,2025-01-13,10087.0,935.0,0.0
30337,O8084_1_7533,8084,2025-01-17,7778.0,676.0,0.0
30342,O8085_0_5505,8085,2025-02-20,13490.0,1513.0,0.0
30351,,8088,2025-02-21,9627.0,1061.0,0.0
30356,O8089_0_3758,8089,2025-02-12,9606.0,1014.0,0.0
30370,O8094_0_1540,8094,2025-01-07,9737.0,1241.0,0.0
30382,O8097_0_3598,8097,2025-02-03,8248.0,956.0,0.0
30390,O8100_0_1472,8100,2025-02-07,7264.0,494.0,0.0
30395,O8101_0_9291,8101,2025-01-23,10667.0,1287.0,0.0
30401,O8102_0_4958,8102,2025-01-24,15215.0,1604.0,0.0
30406,O8102_1_4189,8102,2025-01-26,10954.0,1164.0,0.0
30411,O8102_2_9301,8102,2025-01-30,7637.0,789.0,0.0
30425,O8106_0_4022,8106,2025-02-01,10696.0,1075.0,0.0
30430,O8106_1_8836,8106,2025-02-05,8403.0,885.0,0.0
30435,O8107_0_8167,8107,2025-01-13,11864.0,1536.0,0.0
30440,O8108_0_4804,8108,2025-01-07,11303.0,1065.0,0.0
30449,,8110,2025-02-26,,,
30457,O8113_0_1694,8113,2025-02-27,6964.0,693.0,0.0
30462,O8114_0_7751,8114,2025-02-14,7318.0,430.0,0.0
30479,O8119_0_7450,8119,2025-01-16,5896.0,791.0,0.0
30487,O8120_0_7863,8120,2025-02-08,12578.0,1196.0,0.0
30495,O8122_0_8235,8122,2025-01-03,10378.0,1050.0,990.0
30530,O8133_0_2421,8133,2025-01-02,11929.0,1198.0,0.0
30536,O8134_0_2786,8134,2025-02-11,11445.0,1395.0,0.0
30542,O8135_0_8686,8135,2025-01-27,12347.0,1392.0,0.0
30554,O8137_0_3827,8137,2025-01-21,11202.0,1005.0,0.0
30559,O8138_0_5839,8138,2025-01-01,8899.0,926.0,0.0
30565,O8140_0_3037,8140,2025-01-31,10215.0,1017.0,0.0
30579,O8144_0_6169,8144,2025-02-27,11181.0,1172.0,0.0
30619,O8156_0_6151,8156,2025-02-03,10728.0,605.0,0.0
30628,O8158_0_4555,8158,2025-02-15,11015.0,1028.0,0.0
30637,O8161_0_1063,8161,2025-02-27,10347.0,1285.0,0.0
30643,O8162_0_8196,8162,2025-02-02,10970.0,905.0,0.0
30648,O8163_0_5287,8163,2025-01-23,7686.0,596.0,0.0
30663,O8166_0_5835,8166,2025-01-11,10760.0,762.0,0.0
30668,O8166_1_1946,8166,2025-01-13,9128.0,766.0,0.0
30678,O8169_0_5042,8169,2025-01-06,7690.0,648.0,0.0
30684,O8171_0_6173,8171,2025-02-11,8940.0,928.0,0.0
30689,O8172_0_2648,8172,2025-02-13,10771.0,816.0,0.0
30694,O8173_0_5200,8173,2025-02-05,7729.0,638.0,0.0
30706,O8177_0_8404,8177,2025-02-08,12001.0,820.0,0.0
30718,O8180_0_5630,8180,2025-01-05,12205.0,1374.0,0.0
30727,O8181_0_3546,8181,2025-02-05,12552.0,1636.0,1490.0
30734,O8183_0_8094,8183,2025-01-09,9086.0,971.0,0.0
30739,O8184_0_7219,8184,2025-02-22,13541.0,1275.0,0.0
30746,O8186_0_6799,8186,2025-01-22,7567.0,403.0,0.0
30757,O8188_0_6405,8188,2025-02-12,12312.0,695.0,0.0
30762,O8188_1_9458,8188,2025-02-19,6267.0,543.0,0.0
30769,O8190_0_9674,8190,2025-02-10,8290.0,519.0,0.0
30779,O8193_0_3372,8193,2025-02-28,11427.0,1236.0,0.0
30789,O8196_0_6646,8196,2025-02-11,8781.0,725.0,0.0
30800,O8200_0_1050,8200,2025-02-05,8608.0,944.0,0.0
30805,O8200_1_5364,8200,2025-02-11,13235.0,1614.0,0.0
30811,O8202_0_4096,8202,2025-02-15,13256.0,1220.0,0.0
30817,O8204_0_8488,8204,2025-01-01,8164.0,735.0,0.0
30827,O8208_0_6688,8208,2025-01-10,9844.0,1147.0,0.0
30832,O8209_0_5266,8209,2025-01-26,10165.0,843.0,1490.0
30840,O8211_0_1563,8211,2025-01-01,8658.0,1012.0,0.0
30852,,8214,2025-01-06,11509.0,857.0,0.0
30857,O8214_1_3314,8214,2025-01-12,10102.0,780.0,0.0
30867,O8216_0_9678,8216,2025-02-12,14456.0,1178.0,0.0
30873,O8217_0_2249,8217,2025-02-09,11384.0,1013.0,0.0
30885,O8220_0_1077,8220,2025-02-23,11097.0,1245.0,0.0
30894,O8222_0_2698,8222,2025-02-10,11861.0,1517.0,0.0
30903,O8225_0_1651,8225,2025-02-04,14591.0,1886.0,0.0
30911,O8227_0_4481,8227,2025-02-24,10090.0,1023.0,0.0
30916,O8228_0_6686,8228,2025-01-19,7292.0,664.0,0.0
30926,O8231_0_3277,8231,2025-02-22,10594.0,1276.0,0.0
30934,O8232_0_5057,8232,2025-01-09,8996.0,826.0,0.0
30946,O8236_0_7298,8236,2025-01-18,6348.0,530.0,0.0
30956,O8237_1_2982,8237,2025-02-01,9572.0,733.0,0.0
30966,O8241_0_3248,8241,2025-02-11,10753.0,819.0,0.0
30975,O8243_0_5792,8243,2025-02-26,9542.0,731.0,0.0
30999,O8249_0_7994,8249,2025-02-01,11979.0,1615.0,0.0
31004,O8250_0_2296,8250,2025-02-12,10973.0,1175.0,0.0
31019,O8254_0_8092,8254,2025-02-20,10804.0,740.0,0.0
31039,O8262_0_4718,8262,2025-01-21,10878.0,766.0,0.0
31065,O8272_0_2402,8272,2025-01-19,13777.0,1464.0,0.0
31074,O8273_0_6962,8273,2025-01-18,7565.0,676.0,0.0
31079,O8274_0_3341,8274,2025-02-12,11172.0,1070.0,0.0
31095,O8278_0_7240,8278,2025-01-10,12434.0,1195.0,0.0
31114,O8284_0_3825,8284,2025-01-18,9389.0,1073.0,0.0
31127,O8289_0_4438,8289,2025-01-24,13290.0,1564.0,0.0
31132,O8290_0_3348,8290,2025-02-21,12091.0,1072.0,0.0
31137,O8290_1_4269,8290,2025-02-27,10997.0,1133.0,0.0
31148,O8294_0_3579,8294,2025-01-30,10725.0,1180.0,0.0
31153,O8295_0_6212,8295,2025-02-11,12285.0,1057.0,1490.0
31159,O8296_0_4056,8296,2025-02-17,7227.0,734.0,0.0
31170,O8299_0_6236,8299,2025-02-23,13519.0,1526.0,0.0
31189,O8305_0_3539,8305,2025-01-19,8515.0,1099.0,1490.0
31197,O8307_0_4014,8307,2025-01-05,9051.0,825.0,0.0
31220,O8313_0_7558,8313,2025-02-26,6302.0,677.0,0.0
31228,O8315_0_3821,8315,2025-01-13,12802.0,985.0,0.0
31233,O8316_0_2739,8316,2025-02-03,11294.0,1014.0,0.0
31239,O8318_0_6137,8318,2025-01-13,7416.0,787.0,0.0
31250,O8321_0_4707,8321,2025-01-08,10972.0,1275.0,0.0
31255,,8321,2025-01-12,12288.0,959.0,0.0
31260,O8322_0_3762,8322,2025-01-27,7131.0,646.0,0.0
31271,O8326_0_6023,8326,2025-02-23,8229.0,994.0,0.0
31280,O8327_0_1813,8327,2025-01-20,10680.0,993.0,0.0
31288,O8329_0_1374,8329,2025-02-02,9886.0,1103.0,0.0
31294,O8331_0_1782,8331,2025-02-01,10567.0,958.0,0.0
31306,O8336_0_8681,8336,2025-01-26,10455.0,902.0,990.0
31311,O8336_1_3521,8336,2025-01-31,4671.0,283.0,0.0
31316,O8337_0_7901,8337,2025-02-25,11273.0,742.0,0.0
31322,O8339_0_6213,8339,2025-01-13,10347.0,1138.0,0.0
31340,O8345_0_9209,8345,2025-01-08,11655.0,1044.0,0.0
31348,O8347_0_1756,8347,2025-01-08,9772.0,1094.0,1490.0
31353,O8348_0_1624,8348,2025-01-24,9412.0,862.0,0.0
31361,O8349_0_8163,8349,2025-01-25,11783.0,925.0,0.0
31376,O8353_0_8638,8353,2025-02-07,7334.0,663.0,0.0
31384,,8356,2025-02-08,,,
31389,O8357_0_3336,8357,2025-01-15,10328.0,1346.0,0.0
31398,O8359_0_2470,8359,2025-01-31,6817.0,444.0,0.0
31415,O8364_0_8430,8364,2025-02-20,7278.0,595.0,0.0
31420,O8365_0_2429,8365,2025-01-23,8995.0,797.0,0.0
31425,O8366_0_4920,8366,2025-01-28,8398.0,883.0,0.0
31431,O8367_0_9097,8367,2025-01-04,8164.0,654.0,0.0
31436,,8367,2025-01-08,9744.0,789.0,0.0
31447,O8371_0_8627,8371,2025-02-12,7506.0,839.0,0.0
31456,O8374_0_7982,8374,2025-01-19,8752.0,544.0,0.0
31461,O8375_0_9567,8375,2025-02-15,9778.0,1398.0,0.0
31473,O8378_0_1949,8378,2025-02-03,7511.0,811.0,0.0
31488,O8382_0_8199,8382,2025-02-06,12847.0,1256.0,0.0
31507,O8391_0_3783,8391,2025-01-14,7270.0,704.0,0.0
31518,O8395_0_7399,8395,2025-01-05,7222.0,764.0,0.0
31523,O8396_0_3230,8396,2025-01-21,9408.0,985.0,0.0
31528,O8397_0_5336,8397,2025-02-24,12139.0,950.0,1490.0
31536,O8399_0_1799,8399,2025-01-13,11195.0,1531.0,0.0
31545,O8400_0_4055,8400,2025-01-28,6877.0,641.0,0.0
31553,O8402_0_2339,8402,2025-01-19,13128.0,1408.0,0.0
31565,O8405_0_7498,8405,2025-02-04,9077.0,566.0,0.0
31573,O8406_0_8464,8406,2025-01-09,7446.0,637.0,0.0
31578,O8407_0_7147,8407,2025-01-09,7318.0,713.0,0.0
31583,O8408_0_8981,8408,2025-02-25,6371.0,601.0,990.0
31591,O8410_0_4490,8410,2025-02-13,9887.0,870.0,990.0
31600,O8411_0_3651,8411,2025-02-16,12198.0,1230.0,0.0
31611,O8413_0_2484,8413,2025-01-15,10848.0,956.0,0.0
31616,O8414_0_3430,8414,2025-02-20,11006.0,1089.0,0.0
31621,O8415_0_7890,8415,2025-01-26,4706.0,519.0,0.0
31626,O8416_0_1836,8416,2025-01-26,11578.0,1295.0,0.0
31644,O8424_0_7883,8424,2025-02-23,12025.0,950.0,990.0
31650,O8426_0_8304,8426,2025-02-23,9687.0,1149.0,0.0
31656,O8428_0_4030,8428,2025-01-29,12317.0,1785.0,0.0
31661,O8428_1_4323,8428,2025-01-31,6808.0,658.0,0.0
31683,O8439_0_6196,8439,2025-01-07,8332.0,723.0,0.0
31689,O8441_0_7343,8441,2025-01-14,9778.0,982.0,0.0
31698,O8442_0_3164,8442,2025-01-26,9930.0,924.0,0.0
31703,O8442_1_8075,8442,2025-01-30,12775.0,1393.0,0.0
31717,O8446_0_9909,8446,2025-01-07,9367.0,877.0,0.0
31732,O8450_0_3337,8450,2025-01-12,11149.0,829.0,990.0
31750,O8456_0_9423,8456,2025-02-15,7502.0,963.0,0.0
31756,O8458_0_9998,8458,2025-01-18,8535.0,726.0,0.0
31779,O8465_0_6310,8465,2025-01-19,5774.0,681.0,0.0
31791,O8469_0_2912,8469,2025-01-12,11473.0,1210.0,0.0
31801,O8472_0_7101,8472,2025-02-17,10402.0,887.0,0.0
31806,O8472_1_6381,8472,2025-02-23,10952.0,628.0,0.0
31815,O8475_0_1201,8475,2025-02-25,6858.0,671.0,0.0
31824,O8477_0_4110,8477,2025-02-12,10249.0,1582.0,0.0
31829,O8477_1_2837,8477,2025-02-17,11018.0,1345.0,0.0
31834,,8478,2025-02-26,,,
31841,O8480_0_7422,8480,2025-01-16,10958.0,1037.0,0.0
31846,O8480_1_5910,8480,2025-01-23,11210.0,1066.0,0.0
31855,O8483_0_3710,8483,2025-01-01,9133.0,874.0,0.0
31867,O8487_0_1786,8487,2025-02-14,9254.0,1122.0,0.0
31872,O8487_1_2883,8487,2025-02-17,8475.0,936.0,0.0
31884,O8490_0_6646,8490,2025-02-06,8754.0,875.0,0.0
31893,O8493_0_4835,8493,2025-01-28,11679.0,868.0,0.0
31900,O8494_0_3216,8494,2025-01-09,9963.0,1307.0,990.0
31909,O8496_0_7091,8496,2025-02-03,10264.0,1112.0,0.0
31914,O8497_0_6608,8497,2025-02-23,11988.0,923.0,0.0
31921,O8499_0_2904,8499,2025-02-01,11865.0,1071.0,0.0
31930,O8501_0_4330,8501,2025-01-10,9895.0,844.0,0.0
31940,O8503_0_9785,8503,2025-01-22,12394.0,1242.0,0.0
31945,O8504_0_9752,8504,2025-01-14,6976.0,633.0,0.0
31966,O8510_0_2001,8510,2025-02-13,11619.0,1227.0,0.0
31974,O8512_0_5816,8512,2025-02-05,12967.0,1224.0,0.0
31986,O8516_0_8229,8516,2025-01-09,9734.0,1028.0,0.0
31991,O8516_1_6483,8516,2025-01-10,7920.0,852.0,0.0
32005,O8521_0_2669,8521,2025-01-29,8204.0,837.0,0.0
32011,O8521_1_4546,8521,2025-02-01,9163.0,810.0,0.0
32016,O8522_0_7548,8522,2025-01-26,9661.0,893.0,0.0
32025,O8523_0_6947,8523,2025-02-08,10505.0,1443.0,0.0
32035,O8527_0_8658,8527,2025-02-22,10052.0,780.0,0.0
32044,O8529_0_3027,8529,2025-01-23,9774.0,795.0,1490.0
32049,O8530_0_7868,8530,2025-01-10,12070.0,1528.0,0.0
32054,O8531_0_1491,8531,2025-02-21,13084.0,1197.0,0.0
32062,O8533_0_2427,8533,2025-01-19,12388.0,1444.0,0.0
32070,O8536_0_9603,8536,2025-01-20,11708.0,986.0,0.0
32083,O8540_0_8675,8540,2025-02-01,11418.0,1405.0,0.0
32088,O8541_0_5938,8541,2025-01-10,9664.0,973.0,0.0
32101,O8544_0_3833,8544,2025-01-18,10242.0,1048.0,0.0
32113,,8546,2025-02-27,12075.0,1043.0,0.0
32122,O8548_0_4200,8548,2025-01-08,10570.0,1154.0,0.0
32135,O8551_0_7976,8551,2025-01-18,7963.0,1037.0,0.0
32155,O8558_0_7143,8558,2025-01-15,10510.0,961.0,0.0
32160,O8558_1_6790,8558,2025-01-17,9632.0,772.0,0.0
32165,O8559_0_8837,8559,2025-01-29,9485.0,806.0,0.0
32176,O8561_0_5227,8561,2025-01-10,9577.0,894.0,0.0
32181,O8562_0_8901,8562,2025-01-12,13494.0,1154.0,0.0
32195,O8566_0_4356,8566,2025-02-19,9407.0,921.0,0.0
32202,O8567_0_6559,8567,2025-02-26,9290.0,1200.0,0.0
32210,O8570_0_2624,8570,2025-02-20,8771.0,1092.0,0.0
32224,O8573_0_6890,8573,2025-02-01,12289.0,1429.0,0.0
32231,O8574_0_3588,8574,2025-01-10,13340.0,1436.0,0.0
32236,O8574_1_2568,8574,2025-01-15,8856.0,899.0,0.0
32246,O8577_0_5361,8577,2025-01-22,8616.0,858.0,0.0
32259,O8579_0_7050,8579,2025-01-25,9317.0,1012.0,1490.0
32267,O8580_0_7044,8580,2025-02-04,9875.0,809.0,0.0
32274,O8583_0_4859,8583,2025-01-09,9282.0,1262.0,0.0
32280,O8584_0_6874,8584,2025-01-06,13806.0,1649.0,0.0
32285,O8585_0_7785,8585,2025-01-22,9779.0,727.0,0.0
32290,O8586_0_5078,8586,2025-02-22,8616.0,1069.0,990.0
32295,O8586_1_9317,8586,2025-02-23,12003.0,1294.0,0.0
